NCT_ID,Brief_Title,Has_Adverse_Events,Total_Deaths,Total_Serious_AEs,Total_Other_AEs,Unique_Serious_Events,Unique_Other_Events,Event_Groups
NCT03730662,A Study of Tirzepatide (LY3298176) Once a Week Versus Insulin Glargine Once a Day in Participants Wi...,True,60,336,646,234,9,4
NCT02170662,Topical Bimatoprost Effect on Androgen Dependent Hair Follicles,True,0,0,0,0,0,2
NCT02361762,Gaming for Autism to Mold Executive Skills Project,True,0,0,0,0,0,2
NCT00153062,PRoFESS - Prevention Regimen For Effectively Avoiding Second Strokes,True,0,4657,5342,1396,3,4
NCT00125762,FibroScan in Patients With Hepatitis B and C Presenting for Liver Biopsy,True,0,0,0,0,0,1
NCT00882362,Long-Term Administration Study of Aripiprazole as an Adjunctive Therapy in Patients With Major Depre...,True,0,6,140,10,27,2
NCT02165462,Bilateral Deficit Phenomenon in Patients With Haemophilic Arthropathy,True,0,0,0,0,0,1
NCT04180462,Increasing Optimal Use of HPV Vaccination in Primary Care,True,0,0,0,0,0,4
NCT02285062,Efficacy and Safety Study of Lenalidomide Plus R-CHOP Chemotherapy Versus Placebo Plus R-CHOP Chemot...,True,173,192,542,161,40,2
NCT01475162,Tocilizumab for Treatment of Steroid Refractory Acute Graft-versus-Host Disease,True,10,13,0,14,0,1
NCT03179462,"""Ounce-equivalents"" in the Protein Foods Group: Benefits of Quality",True,0,0,0,0,0,3
NCT03236662,(-)- Epicatechin Becker Muscular Dystrophy,True,0,0,0,0,0,1
NCT04535362,Nicotine's Potential Abuse With Menthol,True,0,0,0,0,0,2
NCT00929162,ZD4054 (Zibotentan) or Placebo Plus Chemotherapy in Patients With Advanced Ovarian Cancer,True,0,32,115,27,51,2
NCT01378962,A Study of Tarceva (Erlotinib) in Patients With Locally Advanced or Metastatic Non-Small Cell Lung C...,True,0,10,46,12,30,1
NCT03419962,Greek NIS Spiolto ELLACTO,True,0,1,0,1,0,1
NCT01527162,Orthotics in Ambulatory Cerebral Palsy,True,0,0,0,0,0,2
NCT01661062,A Study Using Cone Beam CT for Head and Neck Cancer,True,0,2,9,2,12,1
NCT03006562,PREvention of VENous ThromboEmbolism Following Radical Prostatectomy,True,0,18,64,1,1,2
NCT01506362,"Efficacy, Pharmacodynamics, Safety and Tolerability of Oral BL-7040 in Patients With Moderately Acti...",True,0,1,13,1,5,1
NCT00333762,"Use of ""Smart Wheelchairs"" to Provide Independent Mobility to Visual and Mobility Impairments",True,0,0,0,0,0,1
NCT01466062,"Clinical Study of Palivizumab in Japanese Newborns, Infants and Young Children at the Age of 24 Mont...",True,0,7,27,10,75,1
NCT03341962,Phase 2 Dose-finding IMU-838 for Ulcerative Colitis,True,0,32,79,35,6,8
NCT00412880,BI 2536 Second Line Monotherapy in SCLC,True,5,5,21,9,22,1
NCT00574080,UARK 2006-15: A Study of Tandem Transplants With or Without Bortezomib and Thalidomide,True,0,7,0,7,0,2
NCT02036580,D2212C00002 J-Phase II Study,True,0,4,17,4,47,3
NCT01521780,Characterization of Baseline Biomarker Variability in Participants With Hepatocellular Carcinoma (MK...,True,0,0,0,0,0,3
NCT01341080,Varenicline for Gait and Balance Impairment in Parkinson Disease,True,0,0,0,0,0,2
NCT01837680,Glycemic Control Using Insulin Levemir Versus Insulin NPH for Diabetes in Pregnancy,True,0,0,72,0,4,2
NCT00242580,A Safety and Efficacy Study Comparing the Combination Treatments of Verteporfin Therapy Plus One of ...,True,0,30,100,36,58,3
NCT02928380,Evaluation of a Experimental Denture Adhesive to Prevent Food Ingress,True,0,0,0,0,0,3
NCT00584480,Pilot Study of the Effect of Hyperbaric Oxygen Treatment on Behavioral and Biomarker Measures in Chi...,True,0,1,5,1,2,1
NCT04090580,Impact on Glycemic Variability in Newly Onset T2DM Patients Initiating Dapagliflozin Plus Metformin ...,True,0,0,0,0,0,2
NCT01480180,"Evaluation of Safety and Efficacy, Including Pharmacokinetics, of NNC 0129-0000-1003 When Administer...",True,1,34,204,59,82,3
NCT00953680,Bioequivalence of Losartan and Hydrochlorothiazide (HCTZ) Combination Tablet and Coadministration of...,True,0,0,22,0,6,2
NCT00258180,Cyclophosphamide in Treating Young Patients With Severe Autoimmune Enteropathy,True,0,0,0,0,0,1
NCT04601480,PRescribing INterventions for Chronic Pain Via the Electronic Health Record Study - Current Opioid-U...,True,0,0,0,0,0,4
NCT00909480,Effect of Insulin Detemir and Insulin Glargine on Blood Glucose Control in Subjects With Type 2 Diab...,True,0,19,44,21,6,2
NCT03746080,Whole Brain Radiation Therapy With Standard Temozolomide Chemo-Radiotherapy and Plerixafor in Treati...,True,15,3,16,4,81,1
NCT01810380,Brexpiprazole in Patients With Acute Schizophrenia,True,0,15,165,8,9,3
NCT03291080,Oral Liquid 13-cis-retinoic Acid (13-CRA),True,0,15,33,13,18,2
NCT04797780,Tamibarotene Plus Azacitidine in Participants With Newly Diagnosed RARA-positive Higher-Risk Myelody...,True,69,119,232,104,535,2
NCT05209880,Advance Care Planning in the Emergency Department,True,8,0,0,0,0,2
NCT00613080,Combination Chemotherapy and Intensity-Modulated Radiation Therapy in Treating Patients Undergoing S...,True,0,23,67,63,82,1
NCT03523962,Pre-operative Alcohol Skin Solutions in Fractured Extremities,True,311,3187,0,9,0,4
NCT00388362,Sirolimus as Treatment of Steroid-Refractory or Steroid-Dependent Chronic Graft-Versus-Host Disease,True,0,14,35,9,5,1
NCT05373862,"A Study Assessing Arrhythmia Mapping With a Globe-Shaped, High-Density, Multi-Electrode Mapping Cath...",True,0,4,1,4,1,1
NCT01191762,Sevelamer and Secondary Hyperparathyroidism in Chronic Kidney Disease,True,0,0,1,0,1,2
NCT00025662,"Selective T-Cell Depletion to Reduce GVHD (Patients) Receiving Stem Cell Tx to Treat Leukemia, Lymph...",True,0,22,0,3,0,1
NCT01159262,"Safety, Efficacy and Pharmacokinetic Study of Dexmedetomidine in Pediatrics Ages ≥28 Weeks to ≤44 We...",True,0,1,22,3,31,3
NCT00887562,Study of Idebenone in the Treatment of Mitochondrial Encephalopathy Lactic Acidosis & Stroke-like Ep...,True,0,0,27,0,49,3
NCT04037462,Induction of Sensecence Using Dexamethasone to Re-sensitize NSCLC to Anti-PD1 Therapy,True,0,0,0,0,0,1
NCT00275262,A Study to Evaluate the Ability of Lupron Depot to Enhance Immune Function Following Bone Marrow Tra...,True,0,10,14,14,46,2
NCT02970162,Phase 3 Study to Evaluate Efficacy of Amifampridine Phosphate in Lambert-Eaton Myasthenic Syndrome (...,True,0,0,13,0,38,2
NCT01709162,Study to Compare the Effect of Ipilimumab Retreatment With That of Chemotherapy in Advanced Melanoma,True,0,7,19,14,68,2
NCT06473662,Study to Evaluate the Safety and Efficacy of Oral Insulin Formulation in Type 2 Diabetes Mellitus Su...,True,0,0,0,0,0,3
NCT02005562,OPERA Study: A Study of Two Dosing Regimens of CellCept (Mycophenolate Mofetil) in Kidney Transplant...,True,0,200,235,145,26,2
NCT02387762,ACP-196 Versus Placebo in Subjects With Rheumatoid Arthritis on Background Methotrexate,True,0,0,16,0,24,2
NCT04021862,A Study to Evaluate the Safety and Efficacy of Bermekimab in Patients With Moderate to Severe Atopic...,True,0,1,18,2,9,6
NCT01087762,Certolizumab Pegol in Subjects With Active Axial Spondyloarthritis,True,0,143,566,84,36,4
NCT00233480,Statin Therapy in Heart Failure: Potential Mechanisms of Benefit,True,0,0,0,0,0,2
NCT00957580,Trial of Pimasertib in Hematological Malignancies,True,0,64,77,91,244,3
NCT05455580,"Nurses Taking On Readiness Measures - Mercer County, New Jersey",True,0,0,0,0,0,1
NCT02409680,Aspirin Supplementation for Pregnancy Indicated Risk Reduction In Nulliparas (ASPIRIN),True,21,1689,0,15,0,2
NCT00844480,Efficacy and Safety of Zoledronic Acid in Acute Spinal Cord Injury: Prevention of Bone Loss,True,0,4,12,4,15,2
NCT00644280,Ranibizumab in Preventing Failure of Ahmed Valve Glaucoma Surgery,True,0,0,0,0,0,2
NCT02841280,Chlorthalidone in Chronic Kidney Disease,True,1,19,142,5,18,2
NCT03315780,A Study of the Glucodynamic Effects of Dulaglutide (LY2189265) in Japanese Participants With Type 2 ...,True,0,0,9,0,9,2
NCT01797380,A Trial Examining the Efficacy of Escitalopram Oxalate Upon Depressive Symptoms and Fatigue in HIV S...,True,0,0,0,0,0,2
NCT03263780,High Resolution PET-MRI Before Prostate Cancer HIFU,True,0,1,0,2,0,1
NCT04610580,Bioavailability Study of 2 Oral Formulations of ALXN1840,True,0,0,52,0,49,6
NCT01434680,Evaluating the Comparative Safety and Immunogenicity of Three Lots of Novartis Meningococcal C Conju...,True,0,6,803,4,10,4
NCT02387580,Bioavailability Study of Oral OZ439 Prototype Granule Formulations Administered With Piperaquine Pho...,True,0,1,27,1,21,6
NCT00550680,A Study of Mircera for the Maintenance Treatment of Participants With Chronic Renal Anemia,True,0,34,10,39,1,1
NCT00528580,Statins for the Early Treatment of Sepsis,True,0,0,0,0,0,2
NCT00585780,Prazosin to Reduce Stress-Induced Alcohol/Drug Craving and Relapse,True,0,2,18,2,4,4
NCT02877680,Strengths-Based Behavioral mHealth App for Parents of Adolescents With Type 1 Diabetes-Pilot Study,True,0,0,0,0,0,2
NCT01199380,Behavioral Activation Intervention for Smoking Cessation in Smokers With Depressive Symptoms,True,2,3,0,3,0,2
NCT01439880,Open Label Study of Long Term Evaluation Against LDL-C Trial,True,35,620,2604,345,23,5
NCT02331680,A Trial to Investigate the Efficacy and Safety of Orally Administered Tolvaptan (OPC-41061) in Patie...,True,0,23,106,24,19,3
NCT02488980,An Evaluation of Weekly Tafenoquine,True,0,16,287,13,16,3
NCT00974480,"Comparison of Redermic, Rejuva-A and Combination of Both Redermic and Rejuva-A in Subjects With Sign...",True,0,1,19,1,5,3
NCT00494780,"Ofatumumab (Humax-CD20) With CHOP (Cyclophosphamide,Doxorubicin, Vincristine, Predisolone) in Follic...",True,0,31,57,35,101,4
NCT01313780,A Study to Evaluate Efficacy and Safety of Oxycodone/Naloxone Compared to OxyContin in Korean Cancer...,True,0,43,112,49,118,2
NCT04827680,Clinical Evaluation of the Safety and Performance of FRF for the Treatment and Reduction of Acne Sca...,True,0,0,2,0,3,1
NCT01101880,"Clofarabine, Cytarabine, and Filgrastim in Treating Patients With Newly Diagnosed Acute Myeloid Leuk...",True,0,50,0,13,0,1
NCT00399880,Improving Medication Adherence Through Graphically Enhanced Interventions in Acute Coronary Syndrome...,True,0,0,0,0,0,2
NCT01136980,Randomized EsophyX Versus Sham / Placebo Controlled TIF Trial: The RESPECT Study,True,0,4,4,4,3,2
NCT03089580,Intense Pulsed Light Study for Dry Eye Disease,True,0,0,1,0,1,2
NCT02070380,Crossover Comparison of MultiHance and Dotarem,True,0,0,13,0,10,4
NCT01945580,Xenform Postmarket Surveillance Study,True,9,47,443,33,79,2
NCT00738062,Open-Label Clinical Study of Droxidopa in Patients With Neurogenic Orthostatic Hypotension (NOH),True,0,55,154,38,15,5
NCT03673462,Safety of a Quadrivalent Meningococcal Conjugate Vaccine Administered Concomitantly With Routine Ped...,True,3,129,2531,79,16,2
NCT01961362,Supplemental Oxygen in Pulmonary Fibrosis,True,0,0,0,0,0,1
NCT01967862,Fluorine F 18 Sodium Fluoride PET/CT and Whole Body and Axial MRI in Finding Metastases in Patients ...,True,0,0,4,0,4,1
NCT00247962,Study Evaluating Etanercept and Sulphasalazine in Ankylosing Spondylitis,True,0,11,313,14,9,2
NCT03891862,Persistence of Effect and Safety of Valbenazine for the Treatment of Tardive Dyskinesia,True,1,6,35,7,9,3
NCT01022762,Comparison of Repaglinide and Gliclazide in Chinese Subjects With Type 2 Diabetes Never Received Ora...,True,0,3,0,3,0,2
NCT03304262,Metaplasticity Experimental Design and Comparison of Motor Outcome Measure Sensitivity to Change,True,0,0,0,0,0,3
NCT00064662,Comparison of Surgical Procedures to Reduce Urinary Stress Incontinence,True,0,74,362,7,10,2
NCT03773562,Imaging the Migraine Brain Pre- and Post-Erenumab,True,0,0,25,0,19,1
NCT02864862,Esthetic Outcomes Following Immediate Implant Combine With Soft Tissue Augmentation,True,0,0,0,0,0,3
NCT03711162,A Clinical Study to Test How Effective and Safe GLPG1690 is for Subjects With Idiopathic Pulmonary F...,True,28,112,272,87,13,3
NCT00860262,Telmisartan and Amlodipine Fixed Dose Combination [FDC] Trial for the Treatment of Severe Hypertensi...,True,0,7,134,8,2,3
NCT01930162,Safety and Tolerability of HSC835 in Patients With Hematological Malignancies Undergoing Single Umbi...,True,0,9,14,22,25,2
NCT00659880,Clinical Application of BioCleanse Meniscus,True,0,0,4,0,6,1
NCT00524680,Vitamin D in Treating Patients With Prostate Cancer,True,0,8,18,14,31,4
NCT00750880,An Exploratory Study of Tocilizumab in Patients With Active Rheumatoid Arthritis (RA) and an Inadequ...,True,0,131,370,119,4,1
NCT00241280,"Study Intended to Evaluate the Safety and Effectiveness of a Johnson & Johnson Vision Care Inc, (JJV...",True,0,1,66,1,2,2
NCT00895180,Ramucirumab or Anti-PDGFR Alpha Monoclonal Antibody IMC-3G3 in Treating Patients With Recurrent Glio...,True,0,27,77,38,55,2
NCT00005780,Chemotherapy Plus Vaccination to Treat Mantle Cell Lymphoma,True,17,14,26,4,81,1
NCT01270880,Hsp90 Inhibitor STA-9090 in Treating Patients With Metastatic Hormone-Resistant Prostate Cancer Prev...,True,0,10,17,24,32,1
NCT02332980,Pembrolizumab Alone or With Idelalisib or Ibrutinib in Treating Patients With Relapsed or Refractory...,True,57,41,79,68,58,5
NCT04129580,reSET-O RCT (Randomized Controlled Trial),True,0,1,0,1,0,2
NCT00623480,Trial to Evaluate the Effect of Secondary Prophylaxis With rFVIII Therapy in Severe Hemophilia A Adu...,True,0,20,39,25,16,2
NCT03735680,"A Study to Evaluate ONM-100, an Intraoperative Fluorescence Imaging Agent for the Detection of Cance...",True,0,6,24,6,26,6
NCT01092780,Pharmacodynamics and Efficacy of MK-7288 in Adults With Sleep Apnea (MK-7288-010),True,0,2,70,5,11,4
NCT00373880,Effects of Aripiprazole on Cocaine Craving and Self-Administration,True,0,0,0,0,0,2
NCT01632280,Enhancement of Brain Circuit of Inhibitory Control in Obese Patients Undergoing Gastric Banding,True,0,0,12,0,8,2
NCT01582880,Use of Cross-linked Donor Corneas as Carriers for the Boston Keratoprosthesis,True,0,0,0,0,0,1
NCT05545280,Postoperative Urinary Retention in Patients After Noncardiac Surgery and Reversal of Neuromuscular B...,True,0,0,0,0,0,2
NCT05059080,A Six-Month Follow-Up Study of Participants With Coronavirus Disease 2019 (COVID-19) Previously Enro...,True,0,2,17,2,34,1
NCT04159480,Facilitating Assessment of At-Risk Sailors Using Technology,True,0,0,0,0,0,2
NCT00922480,Clinical Study to Evaluate the Antihypertensive Efficacy and Safety of Fimasartan in Hypertension Pa...,True,0,8,158,8,105,2
NCT02275780,Safety and Efficacy of Doravirine (MK-1439) in Participants With Human Immunodeficiency Virus 1 (HIV...,True,6,94,511,120,19,2
NCT03935880,Surgical Treatment for Great Toe Arthritis,True,0,0,4,0,3,2
NCT01373580,A Clinical Trial to Evaluate a Corneal Inlay for the Improvement of Near Vision in Presbyopic Patien...,True,1,25,115,12,14,1
NCT02652780,Efficacy Study of GS010 for Treatment of Vision Loss From 7 Months to 1 Year From Onset in LHON Due ...,True,0,3,37,4,30,1
NCT03037580,Oral Treprostinil in Subjects With Pulmonary Hypertension Associated With Heart Failure With Preserv...,True,1,19,75,19,36,2
NCT01832480,Trichomonas Vaginalis Repeat Infections Among HIV Negative Women,True,0,2,179,1,29,2
NCT01000480,"A Study of Pemetrexed and Cisplatin, in Non Small Cell Lung Cancer",True,0,23,85,21,31,1
NCT00977080,Evaluation of the Effectiveness of Paricalcitol Versus Cinacalcet With Low-Dose Vitamin D,True,0,87,207,92,71,4
NCT03038880,Study to Evaluate Faricimab (RO6867461; RG7716) for Extended Durability in the Treatment of Neovascu...,True,3,7,53,10,100,3
NCT03929562,Alcohol Screening and Pre-Operative Intervention Research Study,True,0,4,0,1,0,2
NCT03270462,CNS Study of Patients Switching From Tacrolimus to Envarsus,True,0,0,0,0,0,1
NCT02797262,Measuring and Monitoring Adherence to ART With Pill Ingestible Sensor System,True,2,0,1,0,1,2
NCT01497262,Safety and Tolerability of Fingolimod in Patients With Relapsing-remitting Multiple Sclerosis,True,0,12,63,10,14,1
NCT01069562,Closed Loop Isoflurane Administration With Bispectral Index in Open Heart Surgery,True,0,0,5,0,1,2
NCT02106962,Use of Topical Tranexamic Acid and Bacitracin in Dialysis Patients,True,0,0,0,0,0,2
NCT04531462,A Study to Test How Well Empagliflozin Works in Japanese People With Type 2 Diabetes Who Are Older T...,True,1,16,27,17,4,2
NCT03767062,Peripheral Nerve Block and Topiramate in the Treatment of Medication Overuse Headaches,True,0,0,2,0,1,2
NCT01057862,Investigation of Naltrexone for Pathological Gambling,True,0,0,0,0,0,2
NCT01653262,Effect of Brivaracetam (BRV) on Nonpsychotic Behavioral Side Effects in Subjects Treated Previously ...,True,0,1,13,2,8,1
NCT00123162,Viagra in the Treatment of Primary Dysmenorrhea,True,0,0,0,0,0,2
NCT00708162,"Multicenter, Randomized, Double-Blind, Double-Dummy, Phase 3 Study of the Safety and Efficacy of Elv...",True,0,286,923,234,30,3
NCT00838162,A Study to Determine the Antiviral Activity of TMC310911 When Administered With Ritonavir in Treatme...,True,0,0,19,0,28,4
NCT01931462,Microwave Coagulation in Partial Nephrectomy Protocol,True,0,0,0,0,0,1
NCT01100762,Transcranial Direct Current Stimulation (tDCS) and Parkinson's Disease,True,0,0,0,0,0,1
NCT00418262,Open-Label Study of the Long Term Tolerability and Safety of Atomoxetine in Children With FASD and A...,True,0,0,19,0,19,1
NCT01278862,Clinical Evaluation of Lava Digital Veneer System (DVS) Crowns,True,0,0,0,0,0,2
NCT02792062,A Food Effect Study of TAK-385 Final Formulation,True,0,0,13,0,9,3
NCT03150329,"Pembrolizumab and Vorinostat in Patients With Relapsed or Refractory DLBCL, FCL or HL.",True,17,9,52,9,170,2
NCT01972529,Treatment of Thrombocytopenia in Patients With Chronic Liver DiseaseUndergoing an Elective Procedure,True,2,30,66,42,9,4
NCT00463229,Interdisciplinary Team Approach to Stroke Rehabilitation in Home Care,True,0,0,0,0,0,2
NCT01949480,Ultrasound-Assisted Paravertebral Block v. Traditional Paravertebral Block For Pain Control,True,0,0,5,0,1,2
NCT02438280,Accelerated Tooth Movement With AcceleDent® and Aligners - a Pilot Project,True,0,0,0,0,0,2
NCT02533180,Evaluation of Donor Specific Immune Senescence and Exhaustion as Biomarkers of Tolerance Post Liver ...,True,2,27,56,134,135,2
NCT01006980,A Study of Vemurafenib (RO5185426) in Comparison With Dacarbazine in Previously Untreated Patients W...,True,0,261,663,148,72,3
NCT03073980,Assessing Efficacy of Intravenous Acetaminophen for Perioperative Pain Control for Oocyte Retrieval,True,0,0,0,0,0,3
NCT02578680,Study of Pemetrexed+Platinum Chemotherapy With or Without Pembrolizumab (MK-3475) in Participants Wi...,True,522,366,666,259,83,5
NCT02752880,YH1 in Poorly Controlled Type 2 Diabetes,True,0,0,25,0,6,2
NCT03115580,Side Branch FFR After Provisional Stenting,True,0,0,4,0,7,2
